method,display,source_cluster,source_top_markers,target_cluster,status
pca2,PCA (2D),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",2,lost
pca2,PCA (2D),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",3,preserved
pca2,PCA (2D),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",4,lost
pca2,PCA (2D),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",5,introduced
pca2,PCA (2D),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",7,introduced
pca2,PCA (2D),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",1,preserved
pca2,PCA (2D),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",3,introduced
pca2,PCA (2D),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",4,lost
pca2,PCA (2D),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",6,lost
pca2,PCA (2D),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",7,introduced
pca2,PCA (2D),3,"Snca, Zbtb20, Crym, Stmn2, Nts",1,preserved
pca2,PCA (2D),3,"Snca, Zbtb20, Crym, Stmn2, Nts",2,lost
pca2,PCA (2D),3,"Snca, Zbtb20, Crym, Stmn2, Nts",4,lost
pca2,PCA (2D),3,"Snca, Zbtb20, Crym, Stmn2, Nts",5,introduced
pca2,PCA (2D),3,"Snca, Zbtb20, Crym, Stmn2, Nts",7,introduced
pca2,PCA (2D),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",1,lost
pca2,PCA (2D),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",2,lost
pca2,PCA (2D),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",3,introduced
pca2,PCA (2D),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",5,introduced
pca2,PCA (2D),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",7,preserved
pca2,PCA (2D),5,"Maf, Nxph1, Meg3, Sst, Npy",1,lost
pca2,PCA (2D),5,"Maf, Nxph1, Meg3, Sst, Npy",3,introduced
pca2,PCA (2D),5,"Maf, Nxph1, Meg3, Sst, Npy",4,preserved
pca2,PCA (2D),5,"Maf, Nxph1, Meg3, Sst, Npy",7,preserved
pca2,PCA (2D),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",2,preserved
pca2,PCA (2D),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",4,lost
pca2,PCA (2D),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",7,lost
pca2,PCA (2D),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",9,introduced
pca2,PCA (2D),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",14,introduced
pca2,PCA (2D),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",2,preserved
pca2,PCA (2D),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",3,introduced
pca2,PCA (2D),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",4,lost
pca2,PCA (2D),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",5,preserved
pca2,PCA (2D),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",2,lost
pca2,PCA (2D),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",6,lost
pca2,PCA (2D),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",9,preserved
pca2,PCA (2D),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",10,introduced
pca2,PCA (2D),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",17,introduced
pca2,PCA (2D),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",2,lost
pca2,PCA (2D),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",6,lost
pca2,PCA (2D),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",8,introduced
pca2,PCA (2D),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",10,preserved
pca2,PCA (2D),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",14,introduced
pca2,PCA (2D),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",6,lost
pca2,PCA (2D),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",8,preserved
pca2,PCA (2D),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",9,preserved
pca2,PCA (2D),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",18,introduced
pca2,PCA (2D),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",1,lost
pca2,PCA (2D),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",3,lost
pca2,PCA (2D),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",4,preserved
pca2,PCA (2D),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",5,introduced
pca2,PCA (2D),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",7,introduced
pca2,PCA (2D),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",4,preserved
pca2,PCA (2D),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",5,preserved
pca2,PCA (2D),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",7,lost
pca2,PCA (2D),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",11,introduced
pca2,PCA (2D),13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",6,lost
pca2,PCA (2D),13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",8,lost
pca2,PCA (2D),13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",15,preserved
pca2,PCA (2D),13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",19,introduced
pca2,PCA (2D),13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",20,introduced
pca2,PCA (2D),14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",6,preserved
pca2,PCA (2D),14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",8,preserved
pca2,PCA (2D),14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",9,preserved
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",6,lost
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",8,lost
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",14,lost
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",16,introduced
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",19,introduced
pca2,PCA (2D),15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",20,introduced
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",4,lost
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",6,lost
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",8,lost
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",15,introduced
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",19,introduced
pca2,PCA (2D),16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",20,introduced
pca2,PCA (2D),17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",6,lost
pca2,PCA (2D),17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",8,preserved
pca2,PCA (2D),17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",9,lost
pca2,PCA (2D),17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",10,introduced
pca2,PCA (2D),17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",18,introduced
pca2,PCA (2D),18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",6,lost
pca2,PCA (2D),18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",8,preserved
pca2,PCA (2D),18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",10,introduced
pca2,PCA (2D),18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",17,preserved
pca2,PCA (2D),19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",4,lost
pca2,PCA (2D),19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",5,lost
pca2,PCA (2D),19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",15,introduced
pca2,PCA (2D),19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",16,preserved
pca2,PCA (2D),19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",20,introduced
pca2,PCA (2D),20,"S100a9, S100a8, BC100530, Ngp, Stfa1",12,lost
pca2,PCA (2D),20,"S100a9, S100a8, BC100530, Ngp, Stfa1",15,introduced
pca2,PCA (2D),20,"S100a9, S100a8, BC100530, Ngp, Stfa1",16,preserved
pca2,PCA (2D),20,"S100a9, S100a8, BC100530, Ngp, Stfa1",19,preserved
dire_auto,DiRe (auto cuVS),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",2,preserved
dire_auto,DiRe (auto cuVS),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",3,preserved
dire_auto,DiRe (auto cuVS),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",4,lost
dire_auto,DiRe (auto cuVS),1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",10,introduced
dire_auto,DiRe (auto cuVS),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",1,preserved
dire_auto,DiRe (auto cuVS),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",4,lost
dire_auto,DiRe (auto cuVS),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",6,lost
dire_auto,DiRe (auto cuVS),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",9,introduced
dire_auto,DiRe (auto cuVS),2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",10,introduced
dire_auto,DiRe (auto cuVS),3,"Snca, Zbtb20, Crym, Stmn2, Nts",1,lost
dire_auto,DiRe (auto cuVS),3,"Snca, Zbtb20, Crym, Stmn2, Nts",2,lost
dire_auto,DiRe (auto cuVS),3,"Snca, Zbtb20, Crym, Stmn2, Nts",4,preserved
dire_auto,DiRe (auto cuVS),3,"Snca, Zbtb20, Crym, Stmn2, Nts",10,introduced
dire_auto,DiRe (auto cuVS),3,"Snca, Zbtb20, Crym, Stmn2, Nts",20,introduced
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",1,lost
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",2,lost
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",7,lost
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",16,introduced
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",19,introduced
dire_auto,DiRe (auto cuVS),4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",20,introduced
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",1,lost
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",4,lost
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",7,lost
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",12,introduced
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",13,introduced
dire_auto,DiRe (auto cuVS),5,"Maf, Nxph1, Meg3, Sst, Npy",20,introduced
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",2,lost
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",4,lost
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",7,lost
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",8,introduced
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",9,introduced
dire_auto,DiRe (auto cuVS),6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",10,introduced
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",2,lost
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",4,lost
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",5,lost
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",13,introduced
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",15,introduced
dire_auto,DiRe (auto cuVS),7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",17,introduced
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",2,lost
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",6,lost
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",9,lost
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",14,introduced
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",17,introduced
dire_auto,DiRe (auto cuVS),8,"Fabp7, Dbi, Mt3, Aldoc, Vim",18,introduced
dire_auto,DiRe (auto cuVS),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",2,lost
dire_auto,DiRe (auto cuVS),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",6,preserved
dire_auto,DiRe (auto cuVS),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",8,introduced
dire_auto,DiRe (auto cuVS),9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",10,preserved
dire_auto,DiRe (auto cuVS),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",6,lost
dire_auto,DiRe (auto cuVS),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",8,preserved
dire_auto,DiRe (auto cuVS),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",9,preserved
dire_auto,DiRe (auto cuVS),10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",18,introduced
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",1,lost
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",3,lost
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",4,lost
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",7,introduced
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",14,introduced
dire_auto,DiRe (auto cuVS),11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",17,introduced
dire_auto,DiRe (auto cuVS),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",4,lost
dire_auto,DiRe (auto cuVS),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",5,preserved
dire_auto,DiRe (auto cuVS),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",7,lost
dire_auto,DiRe (auto cuVS),12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",19,introduced
